id,conduct_score_pred,severity_level,reason_text,solution_text
1633,0.0428,Cao,Vi phạm quy định ứng xử tại sự kiện của trường,"Từ đó, hoàn thành minh chứng rèn luyện và nộp trước hạn"
1634,0.2118,Cao,Quan sát cho thấy Không phản hồi khảo sát rèn luyện bắt buộc,Thực hiện cam kết kỷ luật và theo dõi tiến độ hằng tuần
1635,0.8898,Tốt,Thường xuyên tổ chức seminar chia sẻ học thuật,Xây dựng mô hình CLB học thuật bền vững và báo cáo minh chứng trên LMS
1636,0.9369,Tốt,Đạt giải cao trong cuộc thi học thuật cấp trường,Tiếp tục phát huy vai trò hạt nhân phong trào
1637,0.7231,Thấp,"Đáng chú ý, Duy trì tinh thần hợp tác và trách nhiệm","Vì vậy, đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS"
1638,0.369,Trung bình,"Trong học kỳ này, Hoạt động phong trào thiếu tính liên tục",Hệ quả là chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
1639,0.6865,Thấp,Thực tế cho thấy Đóng góp hoạt động cộng đồng tại địa phương,Tham gia các dự án cộng đồng dài hạn
1640,0.925,Tốt,Quan sát cho thấy Xây dựng mô hình rèn luyện hiệu quả cho chi đoàn. Ảnh hưởng trực tiếp tới điểm rèn luyện,Hệ quả là đề cử tham gia giải thưởng rèn luyện cấp trường
1641,0.8053,Thấp,"Theo ghi nhận, Đóng góp hoạt động cộng đồng tại địa phương",Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
1642,0.8592,Tốt,"Đáng chú ý, Được đề cử học bổng rèn luyện – phong trào. Ảnh hưởng trực tiếp tới điểm rèn luyện",Xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi
1643,0.3061,Trung bình,Thực tế cho thấy Thỉnh thoảng vắng họp lớp không lý do,Mở rộng tham gia cuộc thi học thuật cấp khoa và báo cáo minh chứng trên LMS
1644,0.077,Cao,Quan sát cho thấy Chưa tham gia bất kỳ câu lạc bộ học thuật nào,Đăng ký ít nhất 1 chương trình tình nguyện dài ngày và báo cáo minh chứng trên LMS
1645,0.2741,Cao,Thực tế cho thấy Không tham gia các cuộc thi học thuật cấp khoa. Cần tăng cường tham gia hoạt động có trọng điểm,Tham gia đội hình tình nguyện tại địa phương
1646,0.6207,Thấp,Quan sát cho thấy Tham gia ổn định các hoạt động Đoàn–Hội,"Từ đó, nhận thêm vai trò điều phối trong sự kiện và báo cáo minh chứng trên LMS"
1647,0.5539,Trung bình,Đóng góp hoạt động lớp ở mức tối thiểu,Chuẩn bị nội dung trước khi dự seminar học thuật
1648,0.7811,Thấp,"Trong học kỳ này, Tham gia ổn định các hoạt động Đoàn–Hội. Cần tăng cường tham gia hoạt động có trọng điểm",Mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
1649,0.7781,Thấp,Tham gia tập huấn kỹ năng mềm theo lộ trình,Mở rộng hợp tác với CLB khác trong khoa
1650,0.7087,Thấp,"Thực tế cho thấy Hoàn thành minh chứng rèn luyện đầy đủ, đúng hạn",Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
1651,0.9033,Tốt,Điều phối các chiến dịch tình nguyện quy mô lớn. Cần tăng cường tham gia hoạt động có trọng điểm,Định hướng đề tài NCKH cho nhóm sinh viên
1652,0.9257,Tốt,Được đề cử học bổng rèn luyện – phong trào,Tiếp tục phát huy vai trò hạt nhân phong trào và báo cáo minh chứng trên LMS
1653,0.819,Thấp,Duy trì tinh thần hợp tác và trách nhiệm. Ảnh hưởng trực tiếp tới điểm rèn luyện,Hỗ trợ truyền thông và hậu cần cho chương trình
1654,0.5411,Trung bình,Tham gia câu lạc bộ học thuật nhưng ít hoạt động. Cần tăng cường tham gia hoạt động có trọng điểm,Xây dựng lịch rèn luyện đều đặn theo tuần và báo cáo minh chứng trên LMS
1655,0.6859,Thấp,"Trong học kỳ này, Giữ tác phong kỷ luật tốt trong sự kiện",Mở rộng hợp tác với CLB khác trong khoa
1656,0.02,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức. Cần tăng cường tham gia hoạt động có trọng điểm,Phối hợp với cố vấn học tập để chọn hoạt động phù hợp và báo cáo minh chứng trên LMS
1657,0.2766,Cao,"Theo ghi nhận, Không đóng góp vào hoạt động tập thể của lớp. Ảnh hưởng trực tiếp tới điểm rèn luyện",Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng và báo cáo minh chứng trên LMS
1658,0.4347,Trung bình,Quan sát cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,Tăng tần suất tham gia hoạt động lớp và chi đoàn
1659,0.7675,Thấp,"Đáng chú ý, Giữ tác phong kỷ luật tốt trong sự kiện. Ảnh hưởng trực tiếp tới điểm rèn luyện",Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
1660,0.1821,Cao,"Theo ghi nhận, Thiếu tinh thần hợp tác trong dự án cộng đồng",Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
1661,0.7224,Thấp,"Trong học kỳ này, Tham gia tập huấn kỹ năng mềm theo lộ trình. Ảnh hưởng trực tiếp tới điểm rèn luyện",Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
1662,0.9258,Tốt,"Trong học kỳ này, Thường xuyên tổ chức seminar chia sẻ học thuật",Hệ quả là huấn luyện kỹ năng lãnh đạo cho khóa dưới
1663,0.8915,Tốt,"Là hạt nhân phong trào, tạo ảnh hưởng tích cực",Hệ quả là xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi và báo cáo minh chứng trên LMS
1664,0.872,Tốt,"Quan sát cho thấy Là hạt nhân phong trào, tạo ảnh hưởng tích cực",Kết nối doanh nghiệp tài trợ hoạt động sinh viên và báo cáo minh chứng trên LMS
1665,0.4085,Trung bình,Thiếu kế hoạch rèn luyện theo tuần,"Vì vậy, tăng tần suất tham gia hoạt động lớp và chi đoàn"
1666,0.9605,Tốt,Thực tế cho thấy Đạt giải cao trong cuộc thi học thuật cấp trường. Cần tăng cường tham gia hoạt động có trọng điểm,Kết nối doanh nghiệp tài trợ hoạt động sinh viên
1667,0.2944,Cao,"Theo ghi nhận, Bị nhắc nhở kỷ luật do đi học trễ nhiều lần. Cần tăng cường tham gia hoạt động có trọng điểm",Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức
1668,0.8771,Tốt,Được đề cử học bổng rèn luyện – phong trào,"Do đó, xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi và báo cáo minh chứng trên LMS"
1669,0.9619,Tốt,"Đáng chú ý, Huấn luyện kỹ năng mềm cho các khóa dưới",Đề cử tham gia giải thưởng rèn luyện cấp trường
1670,0.9036,Tốt,Tham gia hội nghị sinh viên nghiên cứu khoa học. Ảnh hưởng trực tiếp tới điểm rèn luyện,Đề cử tham gia giải thưởng rèn luyện cấp trường
1671,0.8423,Thấp,Quan sát cho thấy Tham gia tập huấn kỹ năng mềm theo lộ trình,"Từ đó, tham gia các dự án cộng đồng dài hạn"
1672,0.6447,Thấp,Thực tế cho thấy Đề xuất ý tưởng hoạt động cho chi đoàn,Hệ quả là mở rộng hợp tác với CLB khác trong khoa và báo cáo minh chứng trên LMS
1673,0.2422,Cao,"Theo ghi nhận, Ít tham gia hoạt động Đoàn–Hội trong học kỳ",Tham gia đội hình tình nguyện tại địa phương
1674,0.3438,Trung bình,"Trong học kỳ này, Chưa chủ động nhận nhiệm vụ tập thể. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đề xuất sáng kiến nhỏ cho chi đoàn và báo cáo minh chứng trên LMS
1675,0.9616,Tốt,Làm gương trong kỷ luật và tinh thần cộng đồng,"Vì vậy, phối hợp tổ chức chiến dịch tình nguyện quy mô lớn"
1676,0.8961,Tốt,"Đáng chú ý, Đạt giải cao trong cuộc thi học thuật cấp trường","Vì vậy, phối hợp tổ chức chiến dịch tình nguyện quy mô lớn và báo cáo minh chứng trên LMS"
1677,0.8941,Tốt,"Theo ghi nhận, Điều phối các chiến dịch tình nguyện quy mô lớn. Ảnh hưởng trực tiếp tới điểm rèn luyện","Từ đó, phối hợp tổ chức chiến dịch tình nguyện quy mô lớn"
1678,0.9679,Tốt,Thực tế cho thấy Điều phối các chiến dịch tình nguyện quy mô lớn,Xây dựng mô hình CLB học thuật bền vững
1679,0.7375,Thấp,"Theo ghi nhận, Giữ vai trò điều phối nhóm trong hoạt động thiện nguyện",Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
1680,0.2075,Cao,"Trong học kỳ này, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh",Phối hợp với cố vấn học tập để chọn hoạt động phù hợp
1681,0.2788,Cao,Thực tế cho thấy Không hoàn thành số buổi sinh hoạt chi đoàn theo quy định,"Từ đó, tham gia câu lạc bộ học thuật theo sở thích cá nhân"
1682,0.999,Tốt,Kết nối doanh nghiệp đồng hành cùng hoạt động sinh viên. Ảnh hưởng trực tiếp tới điểm rèn luyện,Huấn luyện kỹ năng lãnh đạo cho khóa dưới
1683,0.9966,Tốt,Thường xuyên tổ chức seminar chia sẻ học thuật,Xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi
1684,0.5022,Trung bình,Có tham gia hội thảo học thuật nhưng chuẩn bị còn sơ sài. Ảnh hưởng trực tiếp tới điểm rèn luyện,Chuẩn bị nội dung trước khi dự seminar học thuật và báo cáo minh chứng trên LMS
1685,0.0023,Cao,Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh,Tham gia tập huấn kỹ năng mềm do Đoàn tổ chức và báo cáo minh chứng trên LMS
1686,0.7095,Thấp,Chủ động hỗ trợ công tác tổ chức sự kiện,Duy trì tần suất tham gia và lan tỏa tới bạn bè
1687,0.3818,Trung bình,Quan sát cho thấy Tham gia hoạt động Đoàn–Hội nhưng tần suất chưa đều,"Từ đó, tham gia nhóm học tập tình nguyện cố định và báo cáo minh chứng trên LMS"
1688,0.2267,Cao,Thiếu tinh thần hợp tác trong dự án cộng đồng,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng
1689,0.9306,Tốt,Thực tế cho thấy Tham gia hội nghị sinh viên nghiên cứu khoa học,Phối hợp tổ chức chiến dịch tình nguyện quy mô lớn
1690,0.1024,Cao,Thực tế cho thấy Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh,Lập kế hoạch tham gia tối thiểu 3 hoạt động Đoàn–Hội trong tháng và báo cáo minh chứng trên LMS
1691,0.8299,Thấp,Tích cực dự hội thảo học thuật và đặt câu hỏi,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn
1692,0.1493,Cao,Bỏ qua chương trình thiện nguyện của trường,Hệ quả là tham dự tối thiểu 2 seminar học thuật mỗi tháng
1693,0.4453,Trung bình,Thỉnh thoảng vắng họp lớp không lý do,Tăng tần suất tham gia hoạt động lớp và chi đoàn và báo cáo minh chứng trên LMS
1694,0.6283,Thấp,Thực tế cho thấy Tham gia ổn định các hoạt động Đoàn–Hội,Đề xuất nội dung tập huấn kỹ năng cho chi đoàn và báo cáo minh chứng trên LMS
1695,0.8939,Tốt,Thực tế cho thấy Thường xuyên tổ chức seminar chia sẻ học thuật,Tổ chức hội thảo chuyên đề liên khoa
1696,0.1798,Cao,"Theo ghi nhận, Không đóng góp vào hoạt động tập thể của lớp",Hoàn thành minh chứng rèn luyện và nộp trước hạn và báo cáo minh chứng trên LMS
1697,0.7146,Thấp,Thực hiện nhật ký rèn luyện cá nhân đều đặn,Tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS
1698,0.1181,Cao,"Trong học kỳ này, Ít tham gia hoạt động Đoàn–Hội trong học kỳ",Đăng ký ít nhất 1 chương trình tình nguyện dài ngày và báo cáo minh chứng trên LMS
1699,0.6556,Thấp,"Trong học kỳ này, Đóng góp đều cho hoạt động lớp và chi đoàn","Từ đó, đảm nhận mentor cho nhóm sinh viên mới"
1700,0.6275,Thấp,"Đáng chú ý, Tham gia tình nguyện theo nhóm nhỏ thường xuyên",Đảm nhận mentor cho nhóm sinh viên mới
1701,0.2693,Cao,"Đáng chú ý, Vắng các đợt tình nguyện và chiến dịch Mùa hè xanh. Ảnh hưởng trực tiếp tới điểm rèn luyện",Hệ quả là đăng ký trực nhật/lực lượng hậu cần trong sự kiện
1702,0.9368,Tốt,"Là hạt nhân phong trào, tạo ảnh hưởng tích cực",Lan tỏa sáng kiến rèn luyện hiệu quả đến chi đoàn khác
1703,0.4752,Trung bình,Hoạt động phong trào thiếu tính liên tục. Cần tăng cường tham gia hoạt động có trọng điểm,Hệ quả là tăng tần suất tham gia hoạt động lớp và chi đoàn
1704,0.9,Tốt,Điều phối các chiến dịch tình nguyện quy mô lớn. Cần tăng cường tham gia hoạt động có trọng điểm,Xây dựng cẩm nang rèn luyện và chia sẻ rộng rãi
1705,0.8793,Tốt,Thực tế cho thấy Kết nối doanh nghiệp đồng hành cùng hoạt động sinh viên,Định hướng đề tài NCKH cho nhóm sinh viên
1706,0.0319,Cao,Vi phạm nội quy trong sự kiện của khoa. Ảnh hưởng trực tiếp tới điểm rèn luyện,Tham gia đội hình tình nguyện tại địa phương
1707,0.9161,Tốt,Xây dựng mô hình rèn luyện hiệu quả cho chi đoàn. Cần tăng cường tham gia hoạt động có trọng điểm,Tiếp tục phát huy vai trò hạt nhân phong trào
1708,0.7197,Thấp,Kết nối bạn bè tham gia thêm hoạt động học thuật,"Do đó, tham gia các dự án cộng đồng dài hạn và báo cáo minh chứng trên LMS"
1709,0.7515,Thấp,Tích cực dự hội thảo học thuật và đặt câu hỏi. Cần tăng cường tham gia hoạt động có trọng điểm,Nhận thêm vai trò điều phối trong sự kiện và báo cáo minh chứng trên LMS
1710,0.6388,Thấp,Tham gia tình nguyện theo nhóm nhỏ thường xuyên,Hỗ trợ truyền thông và hậu cần cho chương trình và báo cáo minh chứng trên LMS
1711,0.4193,Trung bình,"Theo ghi nhận, Tham gia seminar nhưng không phản hồi nội dung",Chủ động nhận nhiệm vụ trong sự kiện của khoa
1712,0.2709,Cao,Không tham gia tập huấn kỹ năng mềm do Đoàn tổ chức,Đăng ký trực nhật/lực lượng hậu cần trong sự kiện
1713,0.833,Thấp,"Trong học kỳ này, Thực hiện nhật ký rèn luyện cá nhân đều đặn. Ảnh hưởng trực tiếp tới điểm rèn luyện",Đảm nhận mentor cho nhóm sinh viên mới và báo cáo minh chứng trên LMS
