id,self_study_pred,severity_level,reason_text,solution_text
783,0.3214,Cao,Tổng thời gian tự học < 2 giờ/tuần trong 4 tuần liên tiếp. Ảnh hưởng tới hiệu quả tự học,Đăng ký giờ học tại thư viện/khu vực yên tĩnh và cập nhật tiến độ mỗi tuần
784,0.8716,Tốt,Tự đánh giá và điều chỉnh chiến lược học kịp thời. Cần điều chỉnh thói quen học,Thực hiện project mở rộng gắn với CLO/PLO và cập nhật tiến độ mỗi tuần
785,0.2633,Cao,Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Ảnh hưởng tới hiệu quả tự học,Áp dụng Pomodoro (25/5) và tắt thông báo khi học và cập nhật tiến độ mỗi tuần
786,0.3466,Cao,"Thường xuyên trì hoãn, không hoàn thành kế hoạch ngày. Ảnh hưởng tới hiệu quả tự học","Từ đó, chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
787,0.0421,Cao,"Theo ghi nhận, Không sử dụng tài nguyên LMS/ebook của học phần",Tham gia nhóm học tập và đặt mục tiêu chung và cập nhật tiến độ mỗi tuần
788,0.485,Trung bình,Chưa áp dụng phương pháp Pomodoro/Active Recall,Xin phản hồi nhanh từ giảng viên qua LMS và cập nhật tiến độ mỗi tuần
789,0.8344,Thấp,Ghi chú có cấu trúc theo chương và CLO,Rèn luyện kỹ năng trình bày kiến thức đã học và cập nhật tiến độ mỗi tuần
790,0.5745,Trung bình,Quan sát cho thấy Ít liên hệ giảng viên/cố vấn để nhận phản hồi. Ảnh hưởng tới hiệu quả tự học,Ghi chú Cornell và tổng hợp cuối tuần và cập nhật tiến độ mỗi tuần
791,0.7022,Thấp,Thực tế cho thấy Có checklist hoàn thành bài tập theo tuần. Cần điều chỉnh thói quen học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
792,0.9374,Tốt,"Trong học kỳ này, Liên hệ thực tế/mini-project để khắc sâu kiến thức. Cần điều chỉnh thói quen học",Nâng cấp bộ flashcards/quiz và công bố cho lớp
793,0.349,Cao,Thực tế cho thấy Không có nhóm học tập hoặc bạn học kèm. Cần điều chỉnh thói quen học,"Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
794,0.2832,Cao,"Tự học rời rạc, không theo mục tiêu CLO. Cần điều chỉnh thói quen học",Bắt đầu bằng bài tập mẫu ngắn để tạo đà
795,0.0841,Cao,Không sử dụng tài nguyên LMS/ebook của học phần,"Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành"
796,0.8903,Tốt,Thực tế cho thấy Hoàn tất nội dung sớm và làm thêm bài nâng cao,Thử nghiệm phương pháp mới và đo lường hiệu quả
797,0.4002,Trung bình,Thực tế cho thấy Ít liên hệ giảng viên/cố vấn để nhận phản hồi. Ảnh hưởng tới hiệu quả tự học,Tăng tần suất quiz ngắn để tự đánh giá và cập nhật tiến độ mỗi tuần
798,0.8904,Tốt,Đặt mục tiêu SMART và theo dõi qua dashboard cá nhân,"Do đó, xây dựng guideline tự học cho môn tiếp theo"
799,0.7841,Thấp,Có nhật ký học tập theo ngày. Ảnh hưởng tới hiệu quả tự học,Làm mini-project áp dụng kiến thức và cập nhật tiến độ mỗi tuần
800,0.3383,Cao,Quan sát cho thấy Không sử dụng tài nguyên LMS/ebook của học phần,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
801,0.2664,Cao,"Trong học kỳ này, Không sử dụng tài nguyên LMS/ebook của học phần",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết và cập nhật tiến độ mỗi tuần
802,0.4357,Trung bình,Quan sát cho thấy Ít liên hệ giảng viên/cố vấn để nhận phản hồi. Cần điều chỉnh thói quen học,Tạo bộ flashcards dùng chung với nhóm
803,0.0753,Cao,"Trong học kỳ này, Không có nhóm học tập hoặc bạn học kèm. Cần điều chỉnh thói quen học","Do đó, thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần"
804,0.4318,Trung bình,Chưa áp dụng phương pháp Pomodoro/Active Recall,Tạo bộ flashcards dùng chung với nhóm
805,0.5799,Trung bình,"Trong học kỳ này, Không đặt mốc thời gian hoàn thành từng tiểu mục. Cần điều chỉnh thói quen học",Xin phản hồi nhanh từ giảng viên qua LMS
806,0.4536,Trung bình,Quan sát cho thấy Ít liên hệ giảng viên/cố vấn để nhận phản hồi. Ảnh hưởng tới hiệu quả tự học,Hệ quả là ghi chú Cornell và tổng hợp cuối tuần
807,0.1112,Cao,Thiếu kỹ năng quản lý thời gian và ưu tiên công việc. Cần điều chỉnh thói quen học,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
808,0.5022,Trung bình,Thỉnh thoảng bỏ qua bài tập củng cố sau buổi học. Cần điều chỉnh thói quen học,Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
809,0.4388,Trung bình,Sử dụng tài nguyên LMS ở mức cơ bản. Cần điều chỉnh thói quen học,Phân bổ lại thời lượng giữa các môn theo trọng số
810,0.1151,Cao,"Thực tế cho thấy Bỏ qua môn có clo trọng số cao, tập trung vào môn phụ",Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS và cập nhật tiến độ mỗi tuần
811,0.5787,Trung bình,"Thực tế cho thấy Ôn tập dồn trước kiểm tra, thiếu nhịp độ hằng ngày",Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi
812,0.6142,Thấp,"Trong học kỳ này, Có kế hoạch học theo tuần và rà soát định kỳ",Tăng cường vai trò trong nhóm học
813,0.5696,Trung bình,"Trong học kỳ này, Chưa xây dựng kho tài liệu cá nhân hóa",Xin phản hồi nhanh từ giảng viên qua LMS
814,0.5681,Trung bình,Thỉnh thoảng bị gián đoạn bởi hoạt động ngoại khóa. Ảnh hưởng tới hiệu quả tự học,Áp dụng Active Recall vào cuối mỗi buổi học
815,0.5131,Trung bình,"Thực tế cho thấy Thiếu nhịp độ hằng ngày, ôn tập dồn trước kiểm tra","Vì vậy, tăng tần suất quiz ngắn để tự đánh giá và cập nhật tiến độ mỗi tuần"
816,0.6452,Thấp,Thực tế cho thấy Áp dụng Active Recall/Spaced Repetition trong ôn tập. Ảnh hưởng tới hiệu quả tự học,Rèn luyện kỹ năng trình bày kiến thức đã học
817,0.8886,Tốt,Thực tế cho thấy Tự đánh giá và điều chỉnh chiến lược học kịp thời. Cần điều chỉnh thói quen học,Thử nghiệm phương pháp mới và đo lường hiệu quả
818,0.8577,Tốt,Thực tế cho thấy Tự thiết kế quiz/flashcards cho cả lớp sử dụng. Ảnh hưởng tới hiệu quả tự học,Nâng cấp bộ flashcards/quiz và công bố cho lớp
819,0.2843,Cao,"Theo ghi nhận, Thiếu kỹ năng quản lý thời gian và ưu tiên công việc",Bắt đầu bằng bài tập mẫu ngắn để tạo đà
820,0.8281,Thấp,"Trong học kỳ này, Giảm xao nhãng bằng kỹ thuật chặn mạng xã hội",Thực hành ôn tập dạng đề tổng hợp
821,0.9373,Tốt,Tối ưu hóa phương pháp học qua thử nghiệm A/B,Xây dựng guideline tự học cho môn tiếp theo
822,0.8623,Tốt,Tối ưu hóa phương pháp học qua thử nghiệm A/B,Xây dựng guideline tự học cho môn tiếp theo
823,0.7977,Thấp,"Trong học kỳ này, Ghi chú có cấu trúc theo chương và CLO. Ảnh hưởng tới hiệu quả tự học",Tối ưu thời gian bằng batch processing nhiệm vụ và cập nhật tiến độ mỗi tuần
824,0.2407,Cao,"Theo ghi nhận, Thiếu kỹ năng quản lý thời gian và ưu tiên công việc","Xây dựng kế hoạch tuần bám CLO, có người phụ trách nhắc"
825,0.5556,Trung bình,"Theo ghi nhận, Thiếu nhịp độ hằng ngày, ôn tập dồn trước kiểm tra",Ôn tập giãn cách (spaced) thay vì dồn trước kỳ thi và cập nhật tiến độ mỗi tuần
826,0.4418,Trung bình,"Quan sát cho thấy Thời lượng tự học 3–4 giờ/tuần, chưa đủ cho môn có thực hành",Phân bổ lại thời lượng giữa các môn theo trọng số
827,0.4191,Trung bình,Chưa xây dựng kho tài liệu cá nhân hóa,Tạo bộ flashcards dùng chung với nhóm
828,0.7965,Thấp,"Theo ghi nhận, Phân bổ thời gian hợp lý giữa các môn. Ảnh hưởng tới hiệu quả tự học",Tối ưu thời gian bằng batch processing nhiệm vụ
829,0.7004,Thấp,Sử dụng LMS thường xuyên để xem lại nội dung,"Vì vậy, rèn luyện kỹ năng trình bày kiến thức đã học và cập nhật tiến độ mỗi tuần"
830,0.5864,Trung bình,Thiếu kỹ thuật ghi chú và tổng hợp theo chương. Cần điều chỉnh thói quen học,Tăng tần suất quiz ngắn để tự đánh giá
831,0.9921,Tốt,Thực tế cho thấy Lập kế hoạch học theo CLO và đo lường bằng rubric. Cần điều chỉnh thói quen học,Hệ quả là hỗ trợ giảng viên xây dựng ngân hàng câu hỏi và cập nhật tiến độ mỗi tuần
832,0.8877,Tốt,"Trong học kỳ này, Giữ tính kỷ luật cao, không bỏ buổi tự học nào",Tham gia nghiên cứu nhỏ về kỹ thuật học tập
833,0.1289,Cao,Không có nhóm học tập hoặc bạn học kèm,Tham gia nhóm học tập và đặt mục tiêu chung
834,0.7133,Thấp,Quan sát cho thấy Áp dụng Active Recall/Spaced Repetition trong ôn tập,Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
835,0.6323,Thấp,Quan sát cho thấy Thực hành bài mẫu sau mỗi chủ đề. Cần điều chỉnh thói quen học,Thực hành ôn tập dạng đề tổng hợp và cập nhật tiến độ mỗi tuần
836,0.0216,Cao,Thiếu động lực do chưa thấy liên hệ thực tiễn. Ảnh hưởng tới hiệu quả tự học,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
837,0.5564,Trung bình,"Trong học kỳ này, Thỉnh thoảng bỏ qua bài tập củng cố sau buổi học. Cần điều chỉnh thói quen học",Đưa thảo luận nhóm vào lịch cố định và cập nhật tiến độ mỗi tuần
838,0.5721,Trung bình,"Trong học kỳ này, Kế hoạch học có nhưng ít theo dõi tiến độ",Tăng tần suất quiz ngắn để tự đánh giá
839,0.3544,Trung bình,Quan sát cho thấy Thiếu kiểm tra nhanh (quiz) để tự đánh giá. Cần điều chỉnh thói quen học,Thiết lập mục tiêu SMART cho từng tuần
840,0.5348,Trung bình,Chọn nội dung ôn tập chưa bám trọng tâm môn. Cần điều chỉnh thói quen học,Áp dụng Active Recall vào cuối mỗi buổi học
841,0.5668,Trung bình,"Trong học kỳ này, Ôn tập dồn trước kiểm tra, thiếu nhịp độ hằng ngày. Ảnh hưởng tới hiệu quả tự học",Phân bổ lại thời lượng giữa các môn theo trọng số
842,0.972,Tốt,"Trong học kỳ này, Không bỏ buổi tự học nào, giữ tính kỷ luật cao. Ảnh hưởng tới hiệu quả tự học",Nâng cấp bộ flashcards/quiz và công bố cho lớp
843,0.3731,Trung bình,"Theo ghi nhận, Kế hoạch học có nhưng ít theo dõi tiến độ",Tăng tần suất quiz ngắn để tự đánh giá
844,0.2102,Cao,Quan sát cho thấy Thiếu động lực do chưa thấy liên hệ thực tiễn,Áp dụng Pomodoro (25/5) và tắt thông báo khi học
845,0.2837,Cao,"Theo ghi nhận, Không sử dụng tài nguyên LMS/ebook của học phần. Ảnh hưởng tới hiệu quả tự học",Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
846,0.707,Thấp,Phân bổ thời gian hợp lý giữa các môn,Bổ sung tài liệu tham khảo nâng cao
847,0.091,Cao,Thực tế cho thấy Không sử dụng tài nguyên LMS/ebook của học phần. Ảnh hưởng tới hiệu quả tự học,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
848,0.4744,Trung bình,Chưa lập bảng mục tiêu theo CLO/PLO,Tăng tần suất quiz ngắn để tự đánh giá và cập nhật tiến độ mỗi tuần
849,0.8115,Thấp,Có nhật ký học tập theo ngày. Ảnh hưởng tới hiệu quả tự học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập và cập nhật tiến độ mỗi tuần
850,0.684,Thấp,"Theo ghi nhận, Phân bổ thời gian hợp lý giữa các môn. Cần điều chỉnh thói quen học",Bổ sung tài liệu tham khảo nâng cao và cập nhật tiến độ mỗi tuần
851,0.691,Thấp,Có lịch học cố định vào buổi tối,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
852,0.8181,Thấp,Tạo flashcards và ôn theo chu kỳ,Tăng cường vai trò trong nhóm học và cập nhật tiến độ mỗi tuần
853,0.8099,Thấp,Thực tế cho thấy Tham gia nhóm học tập nhỏ 3–4 người. Cần điều chỉnh thói quen học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập
854,0.879,Tốt,"Trong học kỳ này, Tối ưu hóa phương pháp học qua thử nghiệm A/B",Tham gia nghiên cứu nhỏ về kỹ thuật học tập
855,0.3621,Trung bình,Chưa áp dụng phương pháp Pomodoro/Active Recall. Ảnh hưởng tới hiệu quả tự học,Hệ quả là tạo bộ flashcards dùng chung với nhóm
856,0.8402,Thấp,Tổng hợp tài liệu tham khảo cá nhân hóa. Cần điều chỉnh thói quen học,Bổ sung tài liệu tham khảo nâng cao
857,0.7094,Thấp,Có checklist hoàn thành bài tập theo tuần. Cần điều chỉnh thói quen học,"Vì vậy, tối ưu thời gian bằng batch processing nhiệm vụ"
858,0.1174,Cao,Thực tế cho thấy Không duy trì lịch tự học cố định trong tuần,"Chia nhỏ mục tiêu ngày, đánh dấu hoàn thành và cập nhật tiến độ mỗi tuần"
859,0.9661,Tốt,Quan sát cho thấy Tự thiết kế quiz/flashcards cho cả lớp sử dụng,Thực hiện project mở rộng gắn với CLO/PLO và cập nhật tiến độ mỗi tuần
860,0.7657,Thấp,Quan sát cho thấy Đặt câu hỏi và thảo luận trực tuyến khi gặp khó. Ảnh hưởng tới hiệu quả tự học,Duy trì nhịp độ hiện tại và tăng nhẹ độ khó bài tập và cập nhật tiến độ mỗi tuần
861,0.2254,Cao,"Theo ghi nhận, Học đứt đoạn do lịch sinh hoạt không ổn định",Sử dụng flashcards cho khái niệm trọng tâm
862,0.3747,Trung bình,Thiếu kỹ thuật ghi chú và tổng hợp theo chương. Cần điều chỉnh thói quen học,Xin phản hồi nhanh từ giảng viên qua LMS và cập nhật tiến độ mỗi tuần
863,0.0778,Cao,Không duy trì lịch tự học cố định trong tuần. Ảnh hưởng tới hiệu quả tự học,Mỗi buổi học phải có ghi chú và câu hỏi tổng kết
864,0.2556,Cao,Không trao đổi với giảng viên khi gặp điểm nghẽn nội dung. Ảnh hưởng tới hiệu quả tự học,Thiết lập lịch cố định 30–45 phút/ngày và theo dõi trên LMS
865,0.3852,Trung bình,Chưa lập bảng mục tiêu theo CLO/PLO. Cần điều chỉnh thói quen học,Áp dụng Active Recall vào cuối mỗi buổi học
